Transcript,AGRE,CONS,EXTR,NEUR,OPEN,INTER,Trans_len
all right so like mentioned there is one other way that you can get apps on your phone for free and without a jailbreak this was something that was introduced in i nine think it may only be i nine do not know if it works on i,0.5054945054945055,0.5339805825242718,0.5233644859813085,0.6666666666666667,0.7666666666666666,0.4953271028037382,48
we get pushed around really easily and we let ourselves be pushed around we do not speak up for what we want half of the problem is because we do not know what we want and the other half is that we are just not strong enough or we do not have the courage to,0.5384615384615384,0.6504854368932039,0.4299065420560748,0.35416666666666663,0.5666666666666667,0.5046728971962616,55
think they are just so fascinating and super smart and beautiful have just always loved birds that is why have parakeets they are not in my room right now though because no longer film when my birds are in my room that is another,0.5714285714285714,0.6213592233009709,0.6542056074766356,0.5416666666666666,0.6444444444444444,0.5887850467289719,44
sorry hope pronounced that right asks how was your christmas my christmas was fantastic my mom was in town it was so good to see her again and actually got her to play not only mario party with me,0.4615384615384615,0.4757281553398058,0.6355140186915887,0.6979166666666666,0.6777777777777777,0.4859813084112149,39
we will be back full time do not worry about it miss you guys love you guys my battery is about to die will talk to you later love you guys so so so much thank you and will talk to you later bye,0.8021978021978021,0.6116504854368932,0.663551401869159,0.65625,0.7111111111111109,0.7196261682242991,44
stop on fourth finger will also put down third finger just for extra weight because fourth finger is so weak yes very good question,0.18681318681318684,0.3106796116504855,0.1588785046728972,0.2395833333333333,0.33333333333333337,0.21495327102803732,24
am not going to answer do not want to get real deep into my personal life but feel free to ask me anything you want to,0.5054945054945055,0.3980582524271845,0.2429906542056075,0.2083333333333333,0.43333333333333335,0.27102803738317754,26
yeah just got very held back with things am truly sorry for that am doing the and now this should be uploaded either the day that am recording this or the day after so yeah let is get right into it also some of the questions are not from you tube think might have said that but anyway,0.5604395604395604,0.3980582524271845,0.4953271028037384,0.65625,0.6777777777777777,0.5046728971962616,58
those three games are beaten and we have say to videos with those we are going to start a monday wednesday schedule when we do game plays like beating games fully currently saturdays are just kind of we are having fun multiplayer stuff like that some are me,0.5714285714285714,0.4077669902912622,0.4672897196261683,0.5729166666666666,0.6,0.5700934579439252,48
inaudible we ask the spectators to think of a number of any number it works with any kind of numbers it does not matter but it is always easier to choose a number from one to ten not for us it is for spectators,0.5714285714285714,0.6019417475728155,0.2710280373831776,0.5,0.4666666666666667,0.5420560747663551,44
guys are not very well at reading our minds yes they just can not go that far so in order to create this balance and understanding between us we have to have patience with them knowing,0.6153846153846153,0.5145631067961165,0.6261682242990655,0.6875,0.7999999999999999,0.5887850467289719,36
story am a big fan of capcom games megaman strider street fighter resident evil power stone dark stalkers could fucking go on and on and on of capcom games and devil may cry is one of the games that loved it when first played,0.5934065934065933,0.4077669902912622,0.28037383177570097,0.6145833333333333,0.7999999999999999,0.4672897196261682,44
yeah that pretty much covers it yeah if answered your question and did it perfectly give me a like yeah think that would be a great yeah comment what you,0.29670329670329665,0.2233009708737864,0.2429906542056075,0.1875,0.2777777777777778,0.22429906542056074,30
this arm actually looks really big compared to this arm on this camera they are really not that much different it is just the angle do not know it is cause of the vein whatever that is all am going to say,0.4505494505494505,0.36893203883495146,0.2710280373831776,0.42708333333333337,0.3666666666666667,0.29906542056074764,42
possibly need for any situation that is me that is what is in my purse this might be a small purse but it weighs a little bit it weighs a lot kind of but,0.6043956043956044,0.4757281553398058,0.4299065420560748,0.5833333333333333,0.5222222222222223,0.514018691588785,34
actually think he was in the right in this one he did not do anything wrong he was completely within the right to choose to make a website with the same name as white ribbon and it was a different,0.4615384615384615,0.2233009708737864,0.4299065420560748,0.28125,0.4,0.3831775700934579,40
that you are some sort of superstar socialite with amazing public speaking skills you have to show that you are not a psycho basically you have to show that you are not someone who is going to do badly in medicine rather than excel,0.4725274725274725,0.5145631067961165,0.3831775700934579,0.4166666666666667,0.5111111111111111,0.4672897196261682,44
cared about that is what makes me feel good that is why want to stress to you to give it a try try doing a good deed and know a lot of people do lot,0.6373626373626373,0.5048543689320388,0.39252336448598135,0.46875,0.5222222222222223,0.6074766355140186,35
textured a lot if you had thin fine hair you would need a lot less layering and texturing but you definitely would still need some texture in the ends because one thing have noticed with people with really fine thin hair is when you cut it you see the,0.3956043956043956,0.6116504854368932,0.4299065420560748,0.5,0.6,0.5607476635514018,49
full content think way back to basic when we were studying about nutrition and metabolism and our bones and how we maintain all of this different stuff with,0.6373626373626373,0.6796116504854369,0.4205607476635514,0.6041666666666666,0.4444444444444445,0.5887850467289719,28
the easy way out it means that can do whatever makeup my heart desires and it will not clash but if you are wearing colors in you clothes guess just go with the complimentary colors in your make up,0.5494505494505494,0.4951456310679611,0.4018691588785047,0.3645833333333333,0.6111111111111109,0.4205607476635514,39
inspired me to start my youtube channel had one before but it did not work out so am starting fresh that is the reason that want to become a youtuber again enjoyed it the third question,0.4175824175824176,0.4271844660194175,0.2897196261682243,0.3645833333333333,0.34444444444444444,0.27102803738317754,36
at this time we want to keep the and short and sweet so inaudible as many questions as they need for the one thousand,0.3846153846153846,0.3980582524271845,0.5420560747663552,0.53125,0.6111111111111109,0.4953271028037382,24
everyone mean not to sound negative but everyone is kind of fucking stupid guess people would not annoy me so much if they just stopped pissing me the fuck off mean there is an insane amount of people on this planet who would just,0.2747252747252747,0.2621359223300971,0.19626168224299068,0.2083333333333333,0.2777777777777778,0.21495327102803732,44
am probably going to save that for about and that would be awesome really want you guys to meet my parents want to do a super funny video with them something like that but definitely if get there hopefully,0.3736263736263736,0.35922330097087385,0.4018691588785047,0.4062500000000001,0.3777777777777778,0.35514018691588783,39
am just going to try and ride it for as long as can have no plans with life am just kind of in it love it right now just hope that am happy that is such a simple statement for me it is just in years just genuinely hope that whatever,0.5054945054945055,0.3883495145631068,0.4579439252336449,0.6145833333333333,0.5333333333333333,0.5046728971962616,51
ink rude and love that do you drink coffee yes and no yes drink coffee love coffee am obsessed with coffee coffee is in my blood coffee is in my life but coffee lowers my,0.5934065934065933,0.4951456310679611,0.4579439252336449,0.5,0.6333333333333333,0.5327102803738317,35
it would be casablanca write about that film have been writing about that film actually for two years now really do not know why because if you are obsessed with something it is because you like it and you can explain why you are obsessed with that thing for me,0.5054945054945055,0.4271844660194175,0.4766355140186917,0.4479166666666667,0.5,0.4953271028037382,50
so have decided but this is a sort of question answer reading your comments video that might do weekly bi weekly monthly do not really know guess we will get feedback you know gimme some of that and will give you give you some of this and we will go,0.5714285714285714,0.6699029126213591,0.6448598130841123,0.6875,0.7,0.616822429906542,50
lady lock as well just know that really do not like you what are you doing for christmas am spending my christmas with my family here in brizzell,0.5054945054945055,0.4951456310679611,0.4392523364485981,0.5520833333333334,0.5777777777777777,0.4766355140186915,28
definitely caramel rap pucci or an iced caramel macchiato those are usually the two drinks that get when go next question is from margaret if you could get another pet other than a pug what would it be,0.4285714285714285,0.5728155339805825,0.5327102803738318,0.6041666666666666,0.6222222222222222,0.4672897196261682,38
comments it is just going to save a lot of time me to address in a video rather than saying times how old am someone actually raised that to me so that is what think what am going to do if you guys got any questions submit them in the comment section on any video always reply to every comment even my first,0.6923076923076923,0.5145631067961165,0.5233644859813085,0.5208333333333334,0.5333333333333333,0.5327102803738317,63
first need a better laptop and need to buy a webcam that is total or dollars that do not feel like spending right now so when get that money to spend will be webcam girl not a webcam girl,0.4725274725274725,0.4660194174757281,0.5700934579439253,0.4583333333333334,0.5555555555555556,0.4205607476635514,39
throughout this video am actually using this mirror it is a really nice sizeable mirror which is great for me who is not actually doing their makeup at a desk this is how there is nothing in front of me but a camera here actually rely on having a mirror to do my makeup in,0.6813186813186812,0.7864077669902914,0.7102803738317757,0.7708333333333334,0.7777777777777777,0.8037383177570093,55
what is up internet my name is zed direction and today am making a little bit of a because well actually owe you guys a if you remember a couple weeks ago back in december maybe november said that our goal for the end of the year was to hit subscribers and wanted to make a,0.3846153846153846,0.5048543689320388,0.5981308411214954,0.6145833333333333,0.6888888888888889,0.514018691588785,56
limited edition challenge challenge t shirt it is got a call with me matthew and stewart and think there is a ten pound game card going was not supposed to say that but since you guys can say it to,0.5824175824175825,0.4271844660194175,0.5233644859813085,0.4895833333333333,0.5333333333333333,0.4485981308411215,40
like tabasco sauce like louisiana hot sauce frank is red hot sauce seven guys sauce dave is insanity sauce these are from my garden now these are cayenne peppers they are togashi peppers,0.5274725274725275,0.6504854368932039,0.5514018691588786,0.5,0.7444444444444444,0.5887850467289719,33
yeah that is only become somebody really close to me just because have become got featured on music co which is a bit unfair to be honest it is from,0.4615384615384615,0.4174757281553398,0.4485981308411215,0.5,0.5111111111111111,0.4205607476635514,30
some how my association with club fanta sci is gonna be changing the way do things around here do not worry everything is fine yes will be doing my second annual hall of awesome ness,0.6923076923076923,0.4174757281553398,0.4672897196261683,0.6145833333333333,0.5666666666666667,0.616822429906542,35
form of art and have always said that it is another form of art it is a way to sort of show your creativity not everybody likes to paint on a canvas some people like to paint on a nail some people like to draw with chalk,0.5714285714285714,0.5631067961165048,0.5140186915887851,0.59375,0.6222222222222222,0.5607476635514018,47
for planning purposes my flaw is need to be more flexible because sometimes kids are ready to zoom ahead even though have all this content planned they have already mastered it or maybe we need more time because students need that time to,0.6263736263736264,0.6699029126213591,0.4766355140186917,0.53125,0.6,0.5420560747663551,43
to get anyone to like you in general and there is plenty of people who do not like me so it is not foolproof but think the best way to get people to like you is to show an interest in them and let them know,0.6593406593406592,0.4757281553398058,0.5514018691588786,0.53125,0.6333333333333333,0.5700934579439252,46
so you can get a better understanding well without further ado let is get started my first question is do you sleep with your closet door open or closed,0.5604395604395604,0.3495145631067961,0.4392523364485981,0.42708333333333337,0.5111111111111111,0.4018691588785047,29
one million is the you have made it mark do you know what mean when do you get your braces off was actually meant to get them off before the summer no end of the summer end of the summer sorry this easter they are meant to come off so yeah it is not actually that long away now,0.7142857142857143,0.6796116504854369,0.7663551401869159,0.6770833333333334,0.8777777777777777,0.7196261682242991,59
am going to be doing a really really really really exciting video and it is my first ever snapchat and have been super super active on my snapchat lately so if you guys want to go add me will leave my snapchat handle right here as well as all my social media right here they are all at,0.6263736263736264,0.6990291262135921,0.6168224299065421,0.65625,0.7777777777777777,0.5887850467289719,58
stuff so you can micro focus on one thing and think oh it is not safe to grow where there is animal feces and you get toxic pla soc emi from cats or whatever and all this stuff but you know,0.6923076923076923,0.6893203883495147,0.39252336448598135,0.5625,0.4444444444444445,0.6355140186915886,41
yeah so expect to see more of these next year expect to see those tutorials talked about and you can leave me more questions in the comments below or just on any of the videos have will either answer you right there in the comments or will save your comment if think it is really good and will answer it directly,0.7472527472527474,0.6019417475728155,0.5420560747663552,0.6145833333333333,0.7111111111111109,0.6635514018691588,61
the second one is to know how many hours they require you to work for them inaudible before you even start anything foreign language how many hours is your weekly limit of course the last one is you need to know how much,0.5164835164835165,0.5048543689320388,0.4392523364485981,0.39583333333333337,0.6666666666666666,0.4672897196261682,43
the future like that does not make sense if they made it like modern warfare where it is based in the day that shit is sick same with world at war it is based in a certain area and the guns and shit are based on that era and it looks realistic that is why love call of duty world at war and modern warfare that,0.7582417582417583,0.6601941747572816,0.663551401869159,0.7500000000000001,0.7111111111111109,0.6915887850467289,66
thank you guys so much for the support it is pretty freaking cool to be able to say that have subscribers because not many people get to say that overall without you guys would not be here that is a given but,0.6153846153846153,0.36893203883495146,0.6261682242990655,0.6666666666666667,0.5,0.5700934579439252,42
question was what is your favorite songs at the moment am actually loving two songs and they are downtown by mack more and ryan lewis and also lay it all on me by ed sheeran inaudible at the moment mainly because,0.6043956043956044,0.4174757281553398,0.5046728971962617,0.59375,0.6111111111111109,0.4859813084112149,41
that is because have been in this business for over four years it really would not help you at all if would just sell a course to you and let you figure it out figure everything out by yourself right mean what would be the point because want you,0.6923076923076923,0.5436893203883495,0.4112149532710281,0.5,0.5222222222222223,0.4766355140186915,49
because usually answer my questions in the vlogs but now would like to try and get a separate one so leave some questions down below and it can be anything fun but keep it clean guys anything what you wanted to know about me my,0.4725274725274725,0.3106796116504855,0.3831775700934579,0.375,0.4222222222222222,0.4018691588785047,45
you guys have not they are really long they do kind of break for lunch but by the time you get off the field and you get back and you stop and make something for lunch if can be really tough what do is try to bring the food with me on the field so can just eat lot of power bars,0.7472527472527474,0.8058252427184466,0.663551401869159,0.8020833333333334,0.7,0.7476635514018691,62
and morgans that line up and try and bully us and tell us what to do the more likely we are to tell them to go and sling their hook we do not need their advice they have been wrong again and again and again about foreign wars these are the same people that told us,0.4945054945054945,0.6699029126213591,0.13084112149532712,0.4791666666666667,0.38888888888888895,0.514018691588785,56
put up a video on my youtube channel a few weeks back just saying that was going to do a and and for you guys to leave any comments in the comment section of that video just leave any questions that you would like to ask me if you would like to received fifty two,0.6263736263736264,0.6893203883495147,0.588785046728972,0.65625,0.6444444444444444,0.5794392523364486,55
shave your legs one time did try and shave my legs put the shaving cream on my legs shaved some of the hair off one time it felt weird it felt like a rough part of a rock or something shit you not,0.4615384615384615,0.35922330097087385,0.29906542056074764,0.2395833333333333,0.38888888888888895,0.3177570093457943,43
to begin to try to make that up to you guys am going to be releasing starting tomorrow three role plays in one day,0.7252747252747254,0.6601941747572816,0.6074766355140188,0.5520833333333334,0.6444444444444444,0.6355140186915886,24
also on twitter you can if you follow me on twitter you can give me suggestions or questions mean inaudible that,0.2747252747252747,0.1941747572815534,0.10280373831775697,0.15624999999999994,0.3,0.22429906542056074,21
really bossy he is so bossy and rude and annoying and arrogant do not know how he married mrs mervin because she is awesome she is very defensive protective of me and there is maria,0.5494505494505494,0.5339805825242718,0.6542056074766356,0.7291666666666667,0.6888888888888889,0.5981308411214953,35
inaudible there do not really use anything else would not use shampoo find it very weird do not like that hair scrub either that is like you are supposed to put it in your hair and it is got sand in it and sugar and that not into that whatsoever,0.6153846153846153,0.6796116504854369,0.6261682242990655,0.8125000000000001,0.8555555555555554,0.7196261682242991,50
back from getting your helix pierced would say go for it because it is really not that painful but for me it was more painful than average guess because they did hit a nerve and she did hit a artery,0.7142857142857143,0.7572815533980582,0.6728971962616823,0.7916666666666667,0.922222222222222,0.6915887850467289,40
and his videos food reviews are quality what do you enjoy about the process of you tube and the video content creation well it is actually an amazing platform to showcase my talent and actually view amaze,0.5714285714285714,0.5825242718446602,0.39252336448598135,0.39583333333333337,0.5111111111111111,0.4953271028037382,37
is a little bit higher than that want to say as far as that goes that number the amount of calories that actually eat is higher than that but that is because work out,0.4615384615384615,0.3300970873786408,0.30841121495327106,0.2708333333333333,0.33333333333333337,0.3177570093457943,34
six months ago had to sell them all for personal reasons am so sad today anyway my favorite thing to collect was pokemon trading cards next question sarah bear what are some things you like to do outside of the house,0.6703296703296703,0.6504854368932039,0.7196261682242993,0.7604166666666666,0.6,0.7289719626168224,41
am going to be going september this year let me know if you are going to either of those universities in september or whether you are thinking about going there in the following year or if you are there already because would really really like to know yeah just leave me a comment down below if you know anything,0.6593406593406592,0.6213592233009709,0.7383177570093458,0.8229166666666667,0.7777777777777777,0.6355140186915886,59
that changes yes what is your backstory where did you come from my mother is womb what did you do before youtube construction what do you use to capture and edit in your sports videos for console stuff use an elgato,0.5604395604395604,0.5339805825242718,0.39252336448598135,0.5625,0.4555555555555556,0.4859813084112149,41
to balance you know plus making time for my outside world and it is just like just feel like everything just comes down on me and do it all like balance it all but sometimes it is like my brain just shuts down,0.7252747252747254,0.5339805825242718,0.5140186915887851,0.625,0.7111111111111109,0.6074766355140186,43
viewers are doing because want to get to know you better and want to know who is writing these really really beautiful things want to share lifestyles and what your struggles are and how you are feeling and,0.4285714285714285,0.5922330097087379,0.4205607476635514,0.34374999999999994,0.4666666666666667,0.4018691588785047,38
now but yesterday passed out it was a long day with no electricity in the morning was just tired so anyways just finished my awesome workout got two weeks to go and got some great news well at least for me woke up,0.4835164835164835,0.36893203883495146,0.30841121495327106,0.34374999999999994,0.3555555555555556,0.2336448598130841,43
yet will probably do a small giveaway or something am going to try and save a nice big giveaway for maybe will give away inaudible for or something like that maybe even who knows but yeah so guys comment on this video below,0.5604395604395604,0.3883495145631068,0.3271028037383178,0.4791666666666667,0.6444444444444444,0.4766355140186915,43
will tag for never world five star usopp zorro fan boy and television reviews yep those five that sounds good all have been tagged y all get to do these questions thank you again rogers base for,0.824175824175824,0.6310679611650486,0.7289719626168225,0.8541666666666667,0.7555555555555554,0.7663551401869158,37
under my bed what do you drink with dinner do not it just causes me to toilet and have to leave the dinner table what do you dip a chicken nugget in heinz,0.3296703296703297,0.27184466019417475,0.2710280373831776,0.3854166666666667,0.4555555555555556,0.22429906542056074,33
out there the suaves of the world or the things that you will find in a grocery store let is see here toby oh forever he asked beard bomb with beard oil can you use them,0.5494505494505494,0.36893203883495146,0.3364485981308412,0.46875,0.5555555555555556,0.3644859813084112,36
and you pretty much connect your facebook to it am not sure if can make a separate account for it you put your pictures on there you can connect your social media your instagram you can put a bio and pretty much you go through people in your area that,0.5274725274725275,0.4466019417475728,0.37383177570093457,0.5208333333333334,0.4555555555555556,0.4018691588785047,50
asked you guys to give me some questions on instagram and this video is going to be a question answer of me answering all of your questions not all of them because some of them are pretty idiotic and let is just get started first question what is your goal in life,0.6483516483516484,0.6504854368932039,0.5981308411214954,0.6875,0.6666666666666666,0.6355140186915886,52
volunteer for or anything the reason is did not volunteer for or is one can not sing so can not be and two,0.3296703296703297,0.3980582524271845,0.29906542056074764,0.34374999999999994,0.22222222222222224,0.35514018691588783,23
inaudible or if think he might be hungry based on how long it is been since he is eaten anything will text him and say hey do you want whatever then will make it for him and take it to him it is not all husband related just little things throughout the day get up and do,0.6593406593406592,0.4854368932038835,0.4579439252336449,0.4479166666666667,0.5,0.4579439252336448,57
how long played it like my fallout ones sometimes those ten minute the longer fallout videos that are like ten minutes sit there recording for like two hours and kind of cut those down very small and as usually like to minutes recording,0.5604395604395604,0.5922330097087379,0.4018691588785047,0.46875,0.5,0.4859813084112149,43
inaudible which is essentially an ecosystem and the bottom is completely full of water and giant fish these things called alligator gar which grow to feet and they just,0.5714285714285714,0.6407766990291262,0.3831775700934579,0.5520833333333334,0.5222222222222223,0.5514018691588785,29
lynn robinson asks if you could change one thing about your past what would you change know a lot of people would say they would not change anything because if you change one thing other things there is like a ripple effect sort of thing am going to say that,0.7252747252747254,0.4368932038834952,0.7009345794392524,0.6041666666666666,0.6666666666666666,0.644859813084112,50
like me like that but we are going to jump into it made a list wrote them down the first one is do you have any embarrassing period stories really do not have any crosstalk,0.4615384615384615,0.3980582524271845,0.4485981308411215,0.375,0.43333333333333335,0.3831775700934579,35
so just really busy doing different things but yesterday went guitar shopping and went thinking that really wanted a taylor guitar because those are known for being outstanding acoustic guitars and what am wanting to get is an acoustic electric so that when go and,0.5714285714285714,0.5339805825242718,0.6074766355140188,0.6041666666666666,0.6555555555555556,0.6074766355140186,45
hob is around of the minutes on the network which is tremendous you have got to laugh as john mentioned if you are a verizon customer you had to wait two years before you could enjoy wi fi calling on your smartphone,0.6373626373626373,0.6601941747572816,0.2523364485981309,0.4062500000000001,0.4,0.4672897196261682,42
this question supposes that a it can work and b there is a number of ways that it can work and c it can be done easily now these assumptions are,0.4505494505494505,0.4660194174757281,0.4205607476635514,0.53125,0.5222222222222223,0.4485981308411215,31
simply because my chest goes easy easier might say and like to chest pump and like to train because am pretty strong at pulling and so yeah another question from christophe what is,0.3736263736263736,0.2912621359223301,0.35514018691588783,0.42708333333333337,0.5444444444444444,0.33644859813084105,33
and you know video ideas or anything that you wanted to talk about and just have conversation so let is chat know carrie hey carrie thanks for leaving me a comment know that you had asked,0.6703296703296703,0.4563106796116505,0.7196261682242993,0.5625,0.5555555555555556,0.5327102803738317,36
but for goals yeah have quite a bit of goals for this year because last year was so jam packed full of really cool opportunities got to do everything kind of revolves around you tube it is like my,0.31868131868131866,0.4951456310679611,0.5233644859813085,0.6041666666666666,0.6888888888888889,0.4205607476635514,39
a hundred subscribers and the question answer series is just going to be about you guys asking me questions on twitter which you can go down below or on my channel have a link there,0.4175824175824176,0.4854368932038835,0.2710280373831776,0.2708333333333333,0.3666666666666667,0.35514018691588783,35
still thinking about what should do for that because kind of want to yeah okay thalia capitillo capitillo,0.4065934065934066,0.2912621359223301,0.30841121495327106,0.28125,0.3111111111111111,0.3177570093457943,18
up in my business but yeah it kind of does because do kind of wish that you guys would support both of us as far as moving on because yeah we might have went through things and yes it might have been tough but at the end of the day we both made the decision to you know be apart and so we kind of need support,0.4615384615384615,0.4174757281553398,0.4485981308411215,0.4791666666666667,0.5666666666666667,0.4392523364485981,67
are you shitting me funded your kids they been paying your bills bitch black folks been paying for you and encouraging you and helping you get your kids through school,0.15384615384615385,0.0,0.06542056074766356,0.12499999999999994,0.1555555555555556,0.028037383177570083,30
not like anything love everything about myself because no matter what look like no matter how much weigh no matter about my facial features my eye color it does not actually matter,0.5274725274725275,0.4077669902912622,0.5700934579439253,0.46875,0.7444444444444444,0.4018691588785047,32
hot was self taught and learned a lot from working at computer company cosmetics they go through a lot of training and it is really just getting your hands dirty and doing makeup on anyone and everyone,0.4835164835164835,0.6116504854368932,0.37383177570093457,0.3645833333333333,0.5444444444444444,0.4859813084112149,37
for example if you bring it down to a honor killing level in catholic romania it is not another you can boil down to a islamic context at all because honor killings are just so,0.5384615384615384,0.3883495145631068,0.3644859813084113,0.375,0.4666666666666667,0.4299065420560747,35
just to learn new things about you tube and also respond to trending topics if want to do a parody will do a parody if want to do a sketch will do a sketch if want to do a collaboration will do a collaboration if want to do a tutorial will do a tutorial,0.4835164835164835,0.6699029126213591,0.4392523364485981,0.4895833333333333,0.5666666666666667,0.5420560747663551,54
am having contractions so then as time went on kept getting the contractions and then they started getting more together like seven minutes apart,0.31868131868131866,0.5533980582524272,0.3364485981308412,0.4791666666666667,0.5888888888888889,0.3925233644859813,24
big hit trying to be like a super bad ass and be like yeah watch this baby and took this massive hit and started coughing was coughing like hacking coughing coughing in front of this beautiful girl and this loogie,0.5274725274725275,0.35922330097087385,0.2897196261682243,0.375,0.5222222222222223,0.3925233644859813,40
whole time from the hook all he says it is versace that is it people like that song do not understand why definitely some of my favorite rappers are logic and wale think,0.5604395604395604,0.4660194174757281,0.5140186915887851,0.4895833333333333,0.5666666666666667,0.4953271028037382,33
as we are reading it we are also kind of explaining what the motivations of each character are and everything so for those of you who do not fully understand the final fantasy story just keep watching that as we go through and it will be clearer as we go along also down in the description below am going to be posting a,0.7362637362637363,0.6699029126213591,0.7196261682242993,0.7708333333333334,0.9111111111111112,0.7383177570093457,63
this is always going to be family friendly am family friendly when talk about disney so there is no reason to start changing that up now so you can always be safe in knowing that disney content is going to be family friendly the video game stuff that is a mixed bag right,0.3956043956043956,0.3786407766990291,0.4205607476635514,0.4375,0.4888888888888889,0.37383177570093457,53
ask about ooh that is a tough question guess have said before how like is like tabletop games would like a bit of like taking the kids,0.30769230769230765,0.36893203883495146,0.2149532710280374,0.4166666666666667,0.4111111111111112,0.2803738317757009,27
in the video inaudible some people is questions get in the video some people is do not that is how it is and like said am going to upload a drum pat beat later on today already got my shirt boy if you do not notice see and like said am going to keep you guys updated,0.3736263736263736,0.3398058252427185,0.2710280373831776,0.3125,0.4444444444444445,0.2803738317757009,57
see continued movement towards authenticity and will talk about that more in a second what really is authentic for us and our sexuality bodies genders growth so more conversations about how we are always exploring growing and changing,0.7142857142857143,0.5922330097087379,0.6448598130841123,0.5833333333333333,0.6666666666666666,0.6355140186915886,38
important our clients want to work with somebody they trust when you are asking deep questions it needs to be a safe place for them to open up to you and be honest if you are empathizing that is where certainly understand how you could feel about this,0.3956043956043956,0.5048543689320388,0.12149532710280372,0.375,0.3,0.2897196261682243,48
what was the most embarrassing thing that happened to you at school have a perfect answer to this basically on my first day at my new school was going there with my friend he was very nervous and so was but he,0.4615384615384615,0.3495145631067961,0.4205607476635514,0.35416666666666663,0.5111111111111111,0.3925233644859813,42
you know do you really believe that people are not going to try on their own just because of a lack of information believe if put the information out there and how to do it right there is at least a chance again people are going to try to do this anyway they are going to try,0.5164835164835165,0.8640776699029126,0.485981308411215,0.7395833333333333,0.5888888888888889,0.6635514018691588,57
just like the word sad does not even hate even talking about it because it just hurts in my heart coming from a political or like lawyer background would say first of all it is just r,0.4835164835164835,0.4854368932038835,0.4205607476635514,0.4791666666666667,0.6222222222222222,0.4672897196261682,37
fake nose lip septum piercing which is actually the easiest thing in the world this one works ideally for the nose as it does for the lip but the septum piercing is a little bit different,0.6043956043956044,0.5339805825242718,0.6168224299065421,0.65625,0.6111111111111109,0.5981308411214953,36
